address,TP?,confidence
0x9b11efcaaa1890f6ee52c6bb7cf8153ac5d74139,0,0.8297646
0x9ec8d44af808d7cca2ec23c0dc0d1f49a3386ea4,1,0.89469314
0xff603f43946a3a28df5e6a73172555d8c8b02386,0,0.71983373
0x14ddda446688b73161aa1382f4e4343353af6fc8,1,0.88855577
0x5d3d1598e70a2fce9ebe13ac613185da05febbe8,0,0.866837
0x7d5902d64e4ed8c60f7c3e2ad1a0aaddd54a6e3f,0,0.7039747
0x765f0c16d1ddc279295c1a7c24b0883f62d33f75,0,0.81289315
0x174bfa6600bf90c885c7c01c7031389ed1461ab9,1,0.89469314
0x9e7ce36dbd1a9a6c6e80d08e38077745855edd3a,1,0.81692266
0xafaefa2a7c7aab9f8b047268500035514487ef0a,0,0.8327139
0xea38eaa3c86c8f9b751533ba2e562deb9acded40,0,0.88640255
0x521a0d4917b1dec2c21b4807a3dd41c5325aa637,0,0.717564
0x0cb36c6da5575d486224a6b23b307b7e15782429,0,0.8648142
0x98ceada7b7316550f9438f62b06d782db3cab751,0,0.7328229
0xd8406e0c440f0bff6dcd14df1899166984babe57,0,0.7170465
0x2596a46a28d05505fd8de34917451b08faea05b7,1,0.73491466
0x7b5dccd4c224a6d635f12dac50a8a818e5ae0338,0,0.75139207
0xe180443f92a24067251cd0177227b53938312927,1,0.8819393
0x6393e822874728f8afa7e1c9944e417d37ca5878,0,0.9162871
0x71583506d41a604bc4bf178472ef1a495131cd45,0,0.7116148
0x0b6947da5e2e1f323704929ff6220d4460d90933,1,0.8983665
0x7d2f06d779ddb93b51018ce6bba12af2d55f10fd,0,0.8395689
0x87d598064c736dd0c712d329afcfaa0ccc1921a1,0,0.9513826
0xbf3883dfcc9323ba8c7fe43a1f21ac1fd41e2aa0,0,0.8458343
0x46983ddc9b79cfe2686952af04f38c7dde2e3e34,0,0.87445545
0xea449ce5404721e75e8f6c9e2d5dea73b8ebf632,0,0.78765905
0x642a504c906d12e78792c2de1b3671329d2d5397,0,0.75399816
0x30a38f9dc6491c3f23ada9219ad5f08bf779cd69,0,0.7556993
0xbf209cd9f641363931f65c0e8ef44c79ca379301,0,0.863467
0xff46caecd0dfa1f8a2f80378939a8649cd6aa84a,0,0.87941676
0x6dbb4e882f967432fc0f9200e9ca577c916d8a68,0,0.8061782
0x7012ef33dcc79a7341ba05cf2c5699eaaa5e0d7d,0,0.8530309
0xe1076fc995b3d299a2957eb0035049e8666b412e,0,0.80378973
0x9ece08332cddcf044802827a71ee52c01eea232b,1,0.8854079
0x1378d98dcdd6ef6090f3dd879f7574383f820fe6,0,0.71544
0x9e3f0fc2a9ea1ec8d9e51a7a34c20b777021b030,0,0.88699794
0x12db622c98d75f6f19493d9acbc7479fe382ec44,0,0.9386946
0x4cba96e12b8085fd9bc17fb37290b6bf9a213863,0,0.71643806
0xc2221b777857f4a862a8c528d24b35cc995dd8b1,0,0.79895604
0xd3f5056d9a112ca81b0e6f9f47f3285aa44c6aaa,0,0.7248279
0x5ecdaf39eb3228c634943e591eb08f3a66eae2ba,0,0.7434274
0x4df437a667c1c502dd54206fdf66a376b65b6ecb,0,0.82539684
0x4c49d776c1c314d16b82ecac7ed8f70433db757d,0,0.78879035
0x6cd0df6798eb5c38408b772b39ced57f7c3a47b2,0,0.7855072
0x5d6f38d086fd468f653298c874c8eda4dc23ae34,0,0.7606957
0x96c5eaffe9950ea7432e202cf79c2ae738503d69,1,0.75867474
0xc06fa497387f2bb6a067bc193266919c94e874b4,0,0.88138705
0xd5d6114bb957cffb9e788d16ac3468bfe9db36f4,0,0.8802444
0x04c6df85a9b0e8d2a7aa3c6f4891cd8d19dc75da,0,0.7308581
0xff6e9731c3ebc5c5ec4b6fbdb3f8c71a110c603d,0,0.8292462
0x395a200ab37e622ad721f6c0d2fa913b522c84cf,0,0.8813252
0x7521b44a153a5e64a1ee8644171b99b82d6f8bc1,0,0.8832916
0x7753a9d834844cfde5c211ec3912b49f0d8b8e11,0,0.8129108
0xb3495c04b5ae681d569351f3382271cd6ecc9205,0,0.8693214
0x3b2fb396506242938d04302b00dfe4472c3f83c5,0,0.7928475
0xf70b35ebf5e6ef3d31b3f753c9763a1d225bd00d,0,0.8383495
0xb7b64b77c1fedbc31ca68e690e06fa670d049505,1,0.80135095
0xf6962cfe3b9618374097d51bc6691efb3974d06f,0,0.8340962
0x77517ea8d78227dd1164c19e5969db18e07450bd,0,0.81338215
0xd2a5b76694655433ab913297fff2f511f7492177,1,0.72532636
0x32293366f73b94a9c2c054e2fbeff2658119ad2e,1,0.7776061
0xe527ddfc6360d13a987dd2ed65ee19b73f6e6c52,0,0.75928193
0x8f57f10c71093b624351efd82d88a19b63ec2403,1,0.86095995
0xd43fc900c870c771d9078302c3707976866d42ca,0,0.75165427
0xb5adb233f28c86cef693451b67e1f2d41da97d21,0,0.89337057
0x8eb24319393716668d768dcec29356ae9cffe285,0,0.76177347
0x2fc310068686e78acfd8075aeb515113dc30d676,1,0.7779106
0x6f97b5c035939424037f00102068e610380ee25a,0,0.75165427
0x395941e0c32d5bb7b6cf8e4627a7dd7b17fba880,0,0.7594205
0xd980a006103615995f0346cfb4959087221cef90,0,0.77122
0x537f77a805e81a7072fcb1b365727087b3496ddc,0,0.7763347
0x130cb44784c3aaeecda1700b5837207ac2ce674c,0,0.92183036
0x826bb689780c1fe23681c5d476ad4a4f07c8b11e,0,0.725515
0x8e37e9b8d99a05afc5cf030d7e862e3d1cf4696c,1,0.73640525
0xccd28862bcf274bf6da4cd5f6b174443ff051599,1,0.7121939
0x547c4c2ee931cf94c84b7ed0800512d0271a7290,0,0.7564092
0x727ba6c9c18b86261377b944d6129037ac25e804,0,0.8440121
0x3efa95af8ac0480adc0d71951a14e9904295091d,0,0.895707
0x5dd0815a4cf119ad91ba045bbbf879f3f7de3c68,0,0.8776071
0x7dedb9caddf41e3e8fa2fab0cb521a5dd4007648,0,0.7338971
0x382a71ecb288da8701428406a36ffa5d8f072d55,0,0.8201678
