address,mint,leak,limit
0x0fef20d2c4ee011fa0389e69e9fa92a2291b63c8,1,0,0
0xd7cc0deb9dd11be95068bf2d7a3d082b8ba9bf04,1,0,1
0xa1b756be589441519b1a08e16bc4f60ab177d916,1,0,0
0x514bc174df04a4b04ae2be81ee8c788c3796b06b,1,0,0
0x1354c8c1a66c2573ce9cc3e92e98d17869501a46,1,0,0
0x7e9d5e7655bf3ee30043ca24a55eb6f799e0ee54,1,0,0
0x2c90bd4fab6652fcbb08e1d7e530f6387dfc4fd1,1,0,0
0x34915679d8e7f6b5ec26c02ab18565af38e19fc2,1,0,0
0x740e6b6f0a0165e8bb3d1cdf94862bdffbded22e,1,0,0
0x03260e1b0f53e1a1f93cf126a7ca42a1c71648d6,1,0,0
0x5ec77d9416e8ea58229639156c5fd182cf15ff55,1,0,0
0x0ef3d116c56c092d37e15017accd6f8fdfdd85f4,1,0,0
0xa777166242ee46c33994d401e948418ac3992a1f,1,0,0
0xd1a7e773cbb9e4149a91ff860a871855bb109568,1,0,0
0x4045253edc2986c1c4800c3ce0cf0f5fb3c683e5,0,0,0
0x0d42fb07a685d2ff9d6bb93df0389946192cd322,1,0,0
0x85ea0df59947bd97e592d9756e965c3f55fb6ebe,1,0,0
0x2024e764af9efd2b54b16897af509ec052d281cb,1,0,0
0xcaec691284cb2d0cc5bd8987700fec8006a139fc,1,0,0
0x940d73c91db9f82440702f6cc8323a8c60583777,1,0,0
0x5052787b0b9cec67442e2ff43d2176693377bc5a,1,0,0
0x627058c1d8438ae33edb07ef4c7d8c0de95ccba2,0,0,0
0xb5fbf3a6e26fba8c3c3ebaad6fa9f06fcd3cd3fd,1,0,0
0x7e8e9f04973682af459a458572afbf19f769aca5,0,0,0
0x8d3bd2940bbc5ed724d138934374e4c0ad3c0027,1,0,0
0x6a9b3e36436b7abde8c4e2e2a98ea40455e615cf,1,0,0
0x2f22c502a8029d5e64aeafb6e0a214c0323f43c7,0,0,0
0x21c482f153d0317fe85c60be1f7fa079019fcebd,1,0,0
0xf7a73331867f3a1801551e7aacf84949c0d1e96d,1,0,0
0x8f04b7554fa2452ee34e5b5cafb5d43217a5ce5b,1,0,0
0x16ea4e590b3e8446266b24ad3d3caae2533d78f1,1,0,0
0xfd282a73f7e02ff8e13913f64bc561dd908d7ae5,0,0,0
0x645b6d66a07479bca259aaaaf0066d415e1d4b44,0,0,0
0x8d46facfb889740a345755e624942257dc87b5ac,1,0,0
0x7d227fe3c5885c3875180e03c548d09ebe1b0119,1,1,0
0xb363a3c584b1f379c79fbf09df015da5529d4dac,1,0,0
0xaba501a8ca62451f4af9e88b9f7f534ceec84c2a,1,0,0
0x616f9cb89319194935543f445266735bfce524d6,0,0,0
0x2ea20ba1c704db0822b78e146cd7a5f3b0342fb1,0,0,0
0x55b65bdbe29a1b2d29e28038b09075bac320d11d,1,0,0
0x7dd2f15b4a8c8e14da5eaa7b635221d4b39c41cc,1,0,0
0x9157c8359a1e349e599665bf83e22d32c69b9daf,1,0,0
0x08769a9b479a4b20e796194d960cc407fc66359a,1,0,0
0xf18ef338df7770abf0d20d09dff86c7398a91046,1,0,0
0x2a90a1536dbadcb3be3c3e8af0019478c449fa5c,1,0,0
0x8c01ada8e708993a891d57d1b3169479a20acb3a,1,0,0
0x89cf87c35e69a9b84f7a3e50eaf54bfc3cabc377,1,0,0
0x2f4f6c055a7c8ab529f5b01f6616164aaeec18ad,0,0,0
0x1cf33ead073351b3fc63c1f4f35dc10791fe6c7c,1,1,0
0x0c29d192dd5443fb5f00e5fe52f61d793025643b,1,0,0
0x7fccf800568747b178c6cbbe4bf3d147df75ac61,1,0,0
0x54ee540b38fc6e0548172fe651927d85366c6bf7,1,0,0
0xea1b323e9aa0c0188f0ddacc4f22a6aaf8542d2c,1,0,0
0x0b54c811cd4fd4d27c2ff0061c3831427d89b73c,1,0,0
0xaf10bbe0b36276fc28b674e647962dff4176eb9e,1,0,0
0x27ba530d3d4bfd98a31eb7c9512e1ce502c990b6,1,0,0
0xba14c6c651fa5998ba58e1a2be9a1ce5280cf966,1,0,0
0xf49cdd50ad408d387d611f88a647179c3de3492b,0,0,0
0x2e76886f251caf2efe6853b181cea3385cc3a24b,1,0,0
0xb0dfb2df1b29b304c59e92e8f8bff329b9d20f62,1,0,0
0x7fa2f70bd4c4120fdd539ebd55c04118ba336b9e,1,0,0
0x522b0f328ca716b5b676cab767372d48853ff040,0,0,0
0x7a1c0aa1e5bd4cc05af8c0283fd4aebedd7cadcf,1,0,0
0x3633c61be0dd1b1fd20a97e05c5ed880a204de33,1,0,0
0xb6d699699ccc50548c1916b02afff6e5a7bc4117,1,0,0
0x4c0c2052dfdb2d0932644f7b2d4bea509678b9d9,1,0,0
0xaaca4e6efdd63a9116aecd31ee929d0f778be0c0,1,0,0
0x64d30c2e9715f0add2815f862eaf22d9dbc1bd28,0,0,0
0xfdf475788c31c57e85f2c48add16164fb5ac84e3,1,0,0
0xb9b4f4102d39ea2dd11d00a1ae2f878e5f1e26a9,1,0,0
0x71a982a028c9d4b0566041a78df12b810462e155,1,0,0
0xc8bb6085d22de404fe9c6cd85c4536654b9f37b1,0,0,0
0xd35ef25873bd9ba3e67dccd1a5634f49a32e44f0,0,0,0
0x1b64dd46fdc45bb8706beb306241f089ed5d85bc,1,0,0
0xa82422731d00d935ed29c719f2f41f1794665043,1,0,0
0xf9af111815161a6edec4b40a083d5efb3eca4f04,1,0,0
0x5e2cdfaaa35273bb4c1ca9c3c8f335af1b1bf4b7,1,0,0
0x2e6fcb32c0469de2d43785b02575a2086e2bc040,1,0,0
0x58b6a8a3302369daec383334672404ee733ab239,1,0,0
0x7fc408011165760ee31be2bf20daf450356692af,1,0,0
0x3bd183046cf51acc807d1f0680029fa764f17bee,1,0,0
0x56ba2ee7890461f463f7be02aac3099f6d5811a8,1,0,0
0xc8fcc48d1454a83589169294470549a2e1713dec,1,0,0
0x1c4e6c18f7f5c15bbfff34b05b4523e92e56e3f6,1,0,0
0x549ace5ff0c3a1881682fa06813c06884f7ee2e0,1,0,0
0xdd84fc33eeac5b4c26a09ff13abf3cd1a7d3f8dd,1,0,1
0xd3faa38c0d0f77130efd806a4cc0526465803670,1,0,0
0x678ae07713cb9e8af29d78ca2836fa3851a26a7a,1,0,0
0xfa24078bd2daa00232733a1bd8df5badf047ffa2,1,0,0
0xda4dba3029946b950b7fcfd71342fdbe5bfa45fc,1,0,0
0xc17423a26ccc6d307d3f58219443ad3eaa78f74f,1,0,0
0xebd55da9de25d071369130270de9fad62a12f5e6,1,0,0
0x0290ea3c728981725689187763f6c63a68e192b8,0,1,0
0x054ad3cd4a66f14bf5c0de2548a53be66995a4f6,0,1,0
0x0566c17dc2a9efcaa2f63e04cf06a69e8fc77f60,0,0,0
0x10c8324b20b7266c445944f043f53f6a77ea0bd4,0,1,0
0x10cc060f6f9b2e5dcdb23f1361e4b368a7daec73,0,1,0
0x12e29d7d6fd63f0f12040fcd1bf9021919b0e4fa,0,1,0
0x1327c3993c24de9a821b2e512817a2668185d878,0,0,0
0x1332059337953dbba74c89f6cb7ff0c8498ea925,0,1,0
0x14582a41e55827e8d408022e54e2a1251a14c56a,0,1,0
0x1694ee5ef3d9f172e440004dda88bb60441ce6c5,0,0,0
0x17e5f19d430788323863c6798ecd762a40de29f5,0,1,0
0x1b2a2414f80bff80f76255aa11bf847a37b0d5be,0,1,0
0x1bf63aca0124c9617d99c13ec3c279ff3e76f467,0,1,0
0x1c43535d06b494a1d6cb7cb550f5689161303aaa,0,1,0
0x2ba93f4cce841e5cd0da320e72e62a860cfd6333,0,1,0
0x2cf02304f36effd519be79850d21335684c6073e,0,1,0
0x2edb9962e55b470f66a84a568fca1b4e22606bd0,0,0,0
0x3052285b4c495afe3fb16967142e864c8f8b6e5f,0,1,0
0x31dae56a501538eaa6ef37a6b6d6289cb97943d8,0,1,0
0x32680c305b2e753f0c9c8dfa6e36ba36c68e0801,0,1,0
0x36b14bae0989f65f80892b99a55378d3e1a80c81,0,1,0
0x3b16fb80ab6ac8562203f3913f58ee0c4dfc08b8,0,1,0
0x3db616e27576f1e6aa2a58a7d3b5904f27716151,0,0,0
0x402408bbf7f80d35a72e071453ca2aa6a76f3a54,0,1,0
0x48b61132a20954b12b26f9a1cc2cb67e98c4be01,0,1,0
0x4a7babfafe46456bc4e965d6fbeaff7f01c8b330,0,1,0
0x4d81198dc71ffd13917da27d1a3f8599ac690535,0,1,0
0x4dac1801ffa1534346ce8a1114e9a40ef908d7fd,0,1,0
0x4e7a34c6c29a4741858a7ec5622cd8be21b0351b,0,1,0
0x530a9cceee0c45f58229ae5c256e414e6df957ad,0,1,0
0x5ddfae17814220364f1ce1e19aa11a880f3079b8,0,0,0
0x5e441b5c140034b179e2fabc96f1a29e14dbc47a,0,1,0
