Address,Mint,Leak,Limit
0x1cf33ead073351b3fc63c1f4f35dc10791fe6c7c,1,1,1
0x32680c305b2e753f0c9c8dfa6e36ba36c68e0801,1,1,1
0x4e7a34c6c29a4741858a7ec5622cd8be21b0351b,1,1,1
0x530a9cceee0c45f58229ae5c256e414e6df957ad,1,1,1
0x61495573c8433f06443fe0d4846e043efd99a9c6,1,1,1
0x6580c6a7bb02981d403d25eeb95f45c331a6bf76,1,0,1
0x6ce8b8eed077f9b49c1fa684008ebb7562bb41ad,1,1,1
0x76bc9e61a1904b82cbf70d1fd9c0f8a120483bbb,1,1,1
0x9241b4c67b6cdf9b99f5f50de21283d0441eff75,1,0,1
0xdd2ee38f9993c0bc1c1b5b9798bc4deff66cac4a,1,1,1
0xe55a772c7889580ecffd9ca3477e12e921fae492,1,1,1
0xfa65bb26b28e7f923f73248a9a47a5466d9cc7ec,1,1,1
0xff1560afef58be59b11c72734ad1d89db63e4e71,1,1,1
