Address,Mint,Leak,Limit
0x0290ea3c728981725689187763f6c63a68e192b8,1,1,1
0x02d3aea48b443a0026ed9cbc91b97d7335aba323,1,0,1
0x054ad3cd4a66f14bf5c0de2548a53be66995a4f6,1,1,1
0x0566c17dc2a9efcaa2f63e04cf06a69e8fc77f60,1,0,1
0x0886949c1b8c412860c4264ceb8083d1365e86cf,1,0,1
0x0b54c811cd4fd4d27c2ff0061c3831427d89b73c,1,0,1
0x0c29d192dd5443fb5f00e5fe52f61d793025643b,1,0,1
0x10c8324b20b7266c445944f043f53f6a77ea0bd4,1,1,1
0x10cc060f6f9b2e5dcdb23f1361e4b368a7daec73,1,1,1
0x12e29d7d6fd63f0f12040fcd1bf9021919b0e4fa,1,1,1
0x1327c3993c24de9a821b2e512817a2668185d878,1,0,1
0x1332059337953dbba74c89f6cb7ff0c8498ea925,1,1,1
0x1354c8c1a66c2573ce9cc3e92e98d17869501a46,1,0,1
0x14582a41e55827e8d408022e54e2a1251a14c56a,0,1,1
0x1694ee5ef3d9f172e440004dda88bb60441ce6c5,1,0,1
0x1a93f35557700cdeab1205673126fea1a5fcd814,1,0,0
0x1bf63aca0124c9617d99c13ec3c279ff3e76f467,1,1,1
0x1cf33ead073351b3fc63c1f4f35dc10791fe6c7c,1,1,1
0x1f4a9567c1f98a8c9d7f026827f099b41a2e54d6,1,0,1
0x2773b55e67efaab67d6985311b2d888d3d4470e1,1,0,1
0x2ba93f4cce841e5cd0da320e72e62a860cfd6333,1,1,1
0x2cf02304f36effd519be79850d21335684c6073e,1,1,0
0x2ea20ba1c704db0822b78e146cd7a5f3b0342fb1,0,0,1
0x2edb9962e55b470f66a84a568fca1b4e22606bd0,1,0,1
0x2f22c502a8029d5e64aeafb6e0a214c0323f43c7,0,1,1
0x3052285b4c495afe3fb16967142e864c8f8b6e5f,1,1,1
0x30795a541aea7f76ceccae7dc5146682f6b04cd7,1,0,1
0x31dae56a501538eaa6ef37a6b6d6289cb97943d8,1,1,1
0x32680c305b2e753f0c9c8dfa6e36ba36c68e0801,1,1,1
0x3633c61be0dd1b1fd20a97e05c5ed880a204de33,1,1,1
